# 10
10  1  3.6e-05  3.6e-05
10  4  3.6e-05  0.001602
10  8  3.6e-05  0.002205
10  12  3.6e-05  0.002895
10  16  3.6e-05  0.003439
10  24  3.6e-05  0.005904
10  32  3.6e-05  0.008788
10  48  3.6e-05  0.014524
10  64  3.6e-05  0.015525


# 100
100  1  0.001443  0.001443
100  4  0.001443  0.011397
100  8  0.001443  0.019285
100  12  0.001443  0.03191
100  16  0.001443  0.032486
100  24  0.001443  0.057935
100  32  0.001443  0.069238
100  48  0.001443  0.114523
100  64  0.001443  0.161371


# 300
300  1  0.032561  0.032561
300  4  0.032561  0.045022
300  8  0.032561  0.085737
300  12  0.032561  0.118595
300  16  0.032561  0.13889
300  24  0.032561  0.184544
300  32  0.032561  0.236312
300  48  0.032561  0.356409
300  64  0.032561  0.498819


# 600
600  1  0.267862  0.267862
600  4  0.267862  0.202916
600  8  0.267862  0.441167
600  12  0.267862  0.514479
600  16  0.267862  0.528127
600  24  0.267862  0.614193
600  32  0.267862  0.729918
600  48  0.267862  0.971108
600  64  0.267862  1.148364


# 800
800  1  0.655647  0.655647
800  4  0.655647  0.412847
800  8  0.655647  0.892282
800  12  0.655647  1.008235
800  16  0.655647  1.056367
800  24  0.655647  1.163273
800  32  0.655647  1.245723
800  48  0.655647  1.52937
800  64  0.655647  1.787393


# 1000
1000  1  1.76068  1.76068
1000  4  1.76068  0.791658
1000  8  1.76068  1.623907
1000  12  1.76068  1.773848
1000  16  1.76068  1.850254
1000  24  1.76068  1.976185
1000  32  1.76068  2.039693
1000  48  1.76068  2.22861
1000  64  1.76068  2.040199


# 1500
1500  1  7.354021  7.354021
1500  4  7.354021  3.426219
1500  8  7.354021  4.721755
1500  12  7.354021  4.269013
1500  16  7.354021  4.243243
1500  24  7.354021  7.112584
1500  32  7.354021  7.009343
1500  48  7.354021  6.818243
1500  64  7.354021  6.304629


# 2000
2000  1  17.737457  17.737457
2000  4  17.737457  8.041901
2000  8  17.737457  10.185905
2000  12  17.737457  14.278509
2000  16  17.737457  10.950489
2000  24  17.737457  9.920313
2000  32  17.737457  10.078692
2000  48  17.737457  10.433688
2000  64  17.737457  10.928621


# 3000
3000  1  60.499621  60.499621
3000  4  60.499621  30.349629
3000  8  60.499621  27.798495
3000  12  60.499621  29.9445
3000  16  60.499621  29.829467
3000  24  60.499621  30.963837
3000  32  60.499621  31.893413
3000  48  60.499621  32.698914
3000  64  60.499621  32.020904


