# 2000
2000  1  27.417537  27.417537
2000  4  27.417537  14.442284
2000  8  27.417537  15.505165
2000  12  27.417537  15.528574
2000  16  27.417537  15.389733
2000  24  27.417537  15.413067
2000  32  27.417537  15.311766
2000  48  27.417537  15.546908
2000  64  27.417537  15.432976


# 3000
3000  1  97.721091  97.721091
3000  4  97.721091  42.868905
3000  8  97.721091  43.557218
3000  12  97.721091  43.365685
3000  16  97.721091  43.506356
3000  24  97.721091  43.198649
3000  32  97.721091  43.057011
3000  48  97.721091  43.472298
3000  64  97.721091  42.949009


# 4000
4000  1  215.268917  215.268917
4000  4  215.268917  90.663953
4000  8  215.268917  85.229021
4000  12  215.268917  86.71364
4000  16  215.268917  86.158085
4000  24  215.268917  104.051845
4000  32  215.268917  104.024656
4000  48  215.268917  97.248426
4000  64  215.268917  102.523459


# 5000
5000  1  496.417113  496.417113
5000  4  496.417113  212.772151
5000  8  496.417113  216.121788
5000  12  496.417113  218.097445
5000  16  496.417113  180.140062
5000  24  496.417113  179.928368
5000  32  496.417113  181.576306
5000  48  496.417113  185.763887
5000  64  496.417113  184.44121
# 2000
# 2000
2000  1  32.697022  32.697022
2000  4  32.697022  13.349124
2000  8  32.697022  15.185747
2000  12  32.697022  17.041974
2000  16  32.697022  16.90664
2000  24  32.697022  17.014149
2000  32  32.697022  15.189685
2000  48  32.697022  15.585339
2000  64  32.697022  16.231969


# 3000
3000  1  102.908132  102.908132
3000  4  102.908132  45.682171
3000  8  102.908132  53.844462
3000  12  102.908132  53.421667
3000  16  102.908132  53.967966
3000  24  102.908132  52.931931
3000  32  102.908132  50.628653
3000  48  102.908132  50.949101
3000  64  102.908132  48.861407
