

#Static
# 10
10  1  3.3e-05  3.3e-05
10  4  3.3e-05  0.001176
10  8  3.3e-05  0.001741
10  12  3.3e-05  0.002243
10  16  3.3e-05  0.002694
10  24  3.3e-05  0.004565
10  32  3.3e-05  0.005346
10  48  3.3e-05  0.007512
10  64  3.3e-05  0.009371


# 100
100  1  0.001742  0.001742
100  4  0.001742  0.00856
100  8  0.001742  0.015727
100  12  0.001742  0.022566
100  16  0.001742  0.029992
100  24  0.001742  0.046469
100  32  0.001742  0.061082
100  48  0.001742  0.091871
100  64  0.001742  0.121712


# 300
300  1  0.032387  0.032387
300  4  0.032387  0.035484
300  8  0.032387  0.05472
300  12  0.032387  0.075859
300  16  0.032387  0.09673
300  24  0.032387  0.139214
300  32  0.032387  0.185877
300  48  0.032387  0.280002
300  64  0.032387  0.375527


# 600
600  1  0.270326  0.270326
600  4  0.270326  0.139023
600  8  0.270326  0.146207
600  12  0.270326  0.26046
600  16  0.270326  0.325921
600  24  0.270326  0.403911
600  32  0.270326  0.472787
600  48  0.270326  0.627681
600  64  0.270326  0.79483


# 800
800  1  0.585812  0.585812
800  4  0.585812  0.269351
800  8  0.585812  0.242828
800  12  0.585812  0.505468
800  16  0.585812  0.625543
800  24  0.585812  0.786133
800  32  0.585812  0.877557
800  48  0.585812  1.077416
800  64  0.585812  1.281598


# 1000
1000  1  1.365178  1.365178
1000  4  1.365178  0.486136
1000  8  1.365178  0.380999
1000  12  1.365178  0.909808
1000  16  1.365178  1.09769
1000  24  1.365178  1.335021
1000  32  1.365178  1.467995
1000  48  1.365178  1.71815
1000  64  1.365178  1.950921


# 1500
1500  1  6.443443  6.443443
1500  4  6.443443  1.498364
1500  8  6.443443  1.009268
1500  12  6.443443  3.059421
1500  16  6.443443  3.305818
1500  24  6.443443  3.757226
1500  32  6.443443  3.950469
1500  48  6.443443  4.373643
1500  64  6.443443  4.758704


# 2000
2000  1  16.006915  16.006915
2000  4  16.006915  5.10516
2000  8  16.006915  3.945387
2000  12  16.006915  7.954543
2000  16  16.006915  7.846109
2000  24  16.006915  8.468015
2000  32  16.006915  8.828331
2000  48  16.006915  9.350871
2000  64  16.006915  9.848119


#Dynamic
# 10
10  1  4.4e-05  4.4e-05
10  4  4.4e-05  0.001136
10  8  4.4e-05  0.001876
10  12  4.4e-05  0.002304
10  16  4.4e-05  0.00287
10  24  4.4e-05  0.004569
10  32  4.4e-05  0.00549
10  48  4.4e-05  0.007767
10  64  4.4e-05  0.008901


# 100
100  1  0.001692  0.001692
100  4  0.001692  0.0111
100  8  0.001692  0.020672
100  12  0.001692  0.025064
100  16  0.001692  0.032957
100  24  0.001692  0.048855
100  32  0.001692  0.063591
100  48  0.001692  0.091649
100  64  0.001692  0.123452


# 300
300  1  0.043681  0.043681
300  4  0.043681  0.075711
300  8  0.043681  0.133727
300  12  0.043681  0.132274
300  16  0.043681  0.156569
300  24  0.043681  0.217875
300  32  0.043681  0.249222
300  48  0.043681  0.3398
300  64  0.043681  0.429697


# 600
600  1  0.265141  0.265141
600  4  0.265141  0.486784
600  8  0.265141  0.37988
600  12  0.265141  0.412623
600  16  0.265141  0.459142
600  24  0.265141  0.550547
600  32  0.265141  0.642565
600  48  0.265141  0.822383
600  64  0.265141  1.007504


# 800
800  1  0.602973  0.602973
800  4  0.602973  1.031342
800  8  0.602973  0.782512
800  12  0.602973  0.834286
800  16  0.602973  0.88852
800  24  0.602973  1.009613
800  32  0.602973  1.132577
800  48  0.602973  1.376411
800  64  0.602973  1.617318


# 1000
1000  1  1.39443  1.39443
1000  4  1.39443  1.974138
1000  8  1.39443  1.43109
1000  12  1.39443  1.494945
1000  16  1.39443  1.561051
1000  24  1.39443  1.711252
1000  32  1.39443  1.867534
1000  48  1.39443  2.169514
1000  64  1.39443  2.474801


# 1500
1500  1  6.472286  6.472286
1500  4  6.472286  6.3435
1500  8  6.472286  4.401311
1500  12  6.472286  4.52012
1500  16  6.472286  4.602651
1500  24  6.472286  4.823882
1500  32  6.472286  5.052148
1500  48  6.472286  5.503778
1500  64  6.472286  5.963519


# 2000
2000  1  16.254161  16.254161
2000  4  16.254161  12.363745
2000  8  16.254161  9.673955
2000  12  16.254161  9.764231
2000  16  16.254161  9.946604
2000  24  16.254161  10.239143
2000  32  16.254161  10.535259
2000  48  16.254161  11.154342
2000  64  16.254161  11.760028


#Guided
# 10
10  1  4.3e-05  4.3e-05
10  4  4.3e-05  0.001228
10  8  4.3e-05  0.001757
10  12  4.3e-05  0.002337
10  16  4.3e-05  0.002858
10  24  4.3e-05  0.004633
10  32  4.3e-05  0.005438
10  48  4.3e-05  0.00775
10  64  4.3e-05  0.009863


# 100
100  1  0.00144  0.00144
100  4  0.00144  0.009728
100  8  0.00144  0.01588
100  12  0.00144  0.022643
100  16  0.00144  0.030808
100  24  0.00144  0.047162
100  32  0.00144  0.062028
100  48  0.00144  0.092066
100  64  0.00144  0.119975


# 300
300  1  0.040683  0.040683
300  4  0.040683  0.068795
300  8  0.040683  0.0774
300  12  0.040683  0.094425
300  16  0.040683  0.117709
300  24  0.040683  0.169712
300  32  0.040683  0.215728
300  48  0.040683  0.310734
300  64  0.040683  0.403674


# 600
600  1  0.25017  0.25017
600  4  0.25017  0.406326
600  8  0.25017  0.350594
600  12  0.25017  0.376553
600  16  0.25017  0.419796
600  24  0.25017  0.516186
600  32  0.25017  0.609974
600  48  0.25017  0.800345
600  64  0.25017  0.986376


# 800
800  1  0.586357  0.586357
800  4  0.586357  0.881146
800  8  0.586357  0.74371
800  12  0.586357  0.765127
800  16  0.586357  0.831408
800  24  0.586357  0.952572
800  32  0.586357  1.077043
800  48  0.586357  1.329652
800  64  0.586357  1.582504


# 1000
1000  1  1.369237  1.369237
1000  4  1.369237  1.693614
1000  8  1.369237  1.386941
1000  12  1.369237  1.393245
1000  16  1.369237  1.467466
1000  24  1.369237  1.618285
1000  32  1.369237  1.770098
