# 10
10  1  4.3e-05  4.3e-05
10  4  4.3e-05  0.000882
10  8  4.3e-05  0.00249
10  12  4.3e-05  0.001934
10  16  4.3e-05  0.003482
10  24  4.3e-05  0.007488
10  32  4.3e-05  0.005942
10  48  4.3e-05  0.007712
10  64  4.3e-05  0.007655


# 100
100  1  0.001439  0.001439
100  4  0.001439  0.005807
100  8  0.001439  0.014302
100  12  0.001439  0.019128
100  16  0.001439  0.021457
100  24  0.001439  0.039601
100  32  0.001439  0.051876
100  48  0.001439  0.05287
100  64  0.001439  0.069513


# 300
300  1  0.034216  0.034216
300  4  0.034216  0.048178
300  8  0.034216  0.069216
300  12  0.034216  0.077713
300  16  0.034216  0.090431
300  24  0.034216  0.10691
300  32  0.034216  0.16764
300  48  0.034216  0.204097
300  64  0.034216  0.253943


# 600
600  1  0.291939  0.291939
600  4  0.291939  0.146272
600  8  0.291939  0.244956
600  12  0.291939  0.413141
600  16  0.291939  0.41507
600  24  0.291939  0.568475
600  32  0.291939  0.496295
600  48  0.291939  0.651783
600  64  0.291939  0.761645


# 800
800  1  1.755336  1.755336
800  4  1.755336  0.495388
800  8  1.755336  0.708828
800  12  1.755336  0.787923
800  16  1.755336  0.82567
800  24  1.755336  0.96418
800  32  1.755336  1.2745
800  48  1.755336  1.594559
800  64  1.755336  1.225478


# 1000
1000  1  6.653608  6.653608
1000  4  6.653608  1.232894
1000  8  6.653608  1.253226
1000  12  6.653608  2.857639
1000  16  6.653608  2.841698
1000  24  6.653608  2.879838
1000  32  6.653608  3.42619
1000  48  6.653608  3.936609
1000  64  6.653608  4.70878


# 1500
1500  1  32.129679  32.129679
1500  4  32.129679  10.283534
1500  8  32.129679  10.572612
1500  12  32.129679  9.74173
1500  16  32.129679  10.16179
1500  24  32.129679  11.52324
1500  32  32.129679  12.414268
1500  48  32.129679  12.432415
1500  64  32.129679  13.112712


# 2000
2000  1  70.41387  70.41387
2000  4  70.41387  36.81284
2000  8  70.41387  27.129237
2000  12  70.41387  28.258629
2000  16  70.41387  26.761752
2000  24  70.41387  27.857958
2000  32  70.41387  29.920109
2000  48  70.41387  29.916473
2000  64  70.41387  29.825438
